Geo Point,Geo Shape,road_segment,location,latitude,asset_id,history,owner_type,description,object_type,art_date,inscription,longitude,company,service_manager,makers,property,classification,title
"-37.818422539139505, 144.97164501742284","{""coordinates"": [144.97164501742284, -37.818422539139505], ""type"": ""Point""}",,"Birrarung Marr approximately 15m SW of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000",144.97164501742284,1638167,,Owned,"In 2007 mosaic artist Helen Bodycomb was commissioned to create a monochrome entrance feature for Artplay which could also be used as a seat or play feature. The design of the  sculptural work was inspired by the forms illustrated in various Dr Seuss stories. Special care was undertaken to ensure the ergonomics of the curvatures, also to enable adequate fall to prevent water from pooling on or in the work. Consistent with Artplay's colour `identity', the work was to be (in tones of) orange.<br><br>Helen conducted a number of workshops at Artplay in which children explored patterns and drawings with some of the tiles later used in the work. Rather than attempting to create works for actual inclusion, children were encouraged to explore ideas through drawing and loose-laid tile arrangements. These were carefully photo-documented for later reference by the artist. <br><br>Construction of most of the features in the work were prefabricated in Helen Bodycomb's Castlemaine studio on fibreglass mesh. A loose plan for placement was made in the studio. Each hump has a loose theme; the hump closest to the building has a circus theme, one is outer space and flight, the hump furthest from the building features the Birdman Rally, etc.",Sculpture / Seat,2008,,-37.818422539139505,City of Melbourne,,"BODYCOMB, Helen",Birrarung Marr,Sculpture,Once Upon a Slime
"-37.78930375418185, 144.97217890820102","{""coordinates"": [144.97217890820102, -37.78930375418185], ""type"": ""Point""}",,,144.97217890820102,1086756,,Owned,"Ornamental drinking Fountain located in Curtain Square, North Carlton.<br><br>Sir William Brunton was the Lord Mayor of Melbourne from 1923 to 1926. He was the powerhouse behind the Lord Mayor's Hospital Fund, a founder of the National War Memorial Committee and an advocate of parks and gardens for public recreation. Following his service, Brunton offered this ornamental granite and bluestone drinking fountain to the Parks & Gardens Committee, which had it erected in Curtain Square, on Rathdowne Street, North Carlton. Unveiled on 28th February 1930.<br>",Drinking Fountain,1930,PRESENTED TO THE / CITIZENS OF MELBOURNE / BY / ALDERMAN / SIR W.M. BRUNTON. K.B. / LORD MAYOR OF MELBOURNE 1923 - 1926 / 1930,-37.78930375418185,City of Melbourne,,Unknown,,Memorials,Sir William Brunton Drinking Fountain
"-37.821399856414146, 144.94170955070416","{""coordinates"": [144.94170955070416, -37.821399856414146], ""type"": ""Point""}",,"Approximately 6m NE of 88 Australian Wharf, Docklands, 3008",144.94170955070416,1638169,,Owned,"The River Runs Through It by Melbourne artist Mark Stoner, is a spatial installation that merges art and landscape. The installation is comprised of a ground plane `flow' of shaped paving, 16 white pre-cast concrete `wave' forms, five brick dunes and carefully placed planter forms. This evocative and organic landscape is overlayed upon the urban stripe paving pattern, revealing the natural forces underlying the site. It reminds us all of the Yarra and alluvial mud plain that previously existed around the site.",Sculpture,2011,,-37.821399856414146,City of Melbourne,,"Stoner, Mark",,Sculpture,The River Runs Through It
"-37.821740069332854, 144.9491420809476","{""coordinates"": [144.9491420809476, -37.821740069332854], ""type"": ""Point""}",,"Kangan TAFE approximately 44m SW of Collins Square, 18 Batmans Hill Drive, Docklands, 3008",144.9491420809476,1559936,,Not Owned,"Car Nuggets represents the essence of the car, completely removed from the pragmatics of transportation - or, in the words of the artist, ""as chicken nuggets are to chickens"". The work is a celebration of everything we desire in cars - the fluidity, the colour, the sense of speed and beauty of form- without any of the negatives. On another level, it is also a gentle critique of the superficiality of consumer culture.",Sculpture,2006,,-37.821740069332854,VicUrban,,Patricia Piccinini,Kangan TAFE,Sculpture,Car Nuggets
"-37.82594145408015, 144.9718567903399","{""coordinates"": [144.9718567903399, -37.82594145408015], ""type"": ""Point""}",,"Kings Domain approximately 80m North of Marquis of Linlithgow Memorial Reserve, St Kilda Road, Melbourne, 3004",144.9718567903399,1086589,,Owned,"Also known as: South African War Memorial (Monument to the 5th Victorian Contingent) or Victorian Mounted Rifles Memorial<br><br>The monument consists of a dressed sandstone upper section resembling a buttressed church spire, with four bronze plaques commemorating the fallen soldiers of the 5th Victorian Contingent. This sits on a rough faced Basalt plinth. The monument is triangular with one face oriented due west, as is common with memorials to lost soldiers. Unveiled 28 May 1904<br><br>The Boer War, or South African War, was fought from 1899 to 1902, the British pitted against the Boers (now called Afrikaners). Many opposed Britain's policy, and in Australia many questioned why the nation should be involved. Nevertheless, loyalty to Empire ruled and 16,000 troops were sent, almost a quarter from Victoria. The 5th Victorian Contingent was the largest of eight sent by the state. Some 228 Victorians were killed during the war, which ended with the signing of the Treaty of Vereeniging in May 1902. <br><br>Following the return of soldiers, the remaining members of the 5th Victorian Contingent erected this monument to honour their fallen comrades. It is a secular memorial, with traditional funerary symbolism on an elaborate and Gothic scale. Four bronze plaques commemorate the soldiers and in part the text reads: `Unveiled by members of the 5th Victorian Contingent VMR / in memory of their fallen comrades in South Africa 1901'1902 / Honour the brave / King and Empire / Lest we forget / AD 1903'. One face of the monument is oriented due west, as is common with memorials to lost soldiers. <br><br>The monument was originally constructed opposite the Victoria Barracks, on St Kilda Road, but was relocated in 1965. In 1911, it was decided that a memorial would be erected to all Australians who perished during the war; the Boer War Memorial is located nearby and now administered by the City of Port Phillip.",Memorial Sculpture,1904,UNVEILED BY MEMBERS OF THE 5TH VICTORIAN CONTINGENT V.M.R. / IN MEMORY OF THEIR FALLEN COMRADES IN SOUTH AFRICA 1901 - 1902 / HONOUR THE BRAVE / KING AND EMPIRE / LEST WE FORGET / AD 1903,-37.82594145408015,City of Melbourne,Arts & Culture Branch,"HAMILTON, Joseph",Kings Domain,Sculpture,South African War Memorial (Memorial to Fallen Soldiers)
"-37.82184118717754, 144.9724790217425","{""coordinates"": [144.9724790217425, -37.82184118717754], ""type"": ""Point""}",,Queen Victoria Gardens,144.9724790217425,1086736,,Owned,"The memorial consists of a Statue of Her Majesty surmounting a globe resting upon a pedestal of emblematic design. Three steps at base of memorial, and the plinth upon which the granite columns and superstructure rest, are of grey Harcourt granite The four columns supporting the marble entablature are of Swedish red granite, surmounted by bronze Ionic capitals. From the plinth to the dome upon which the statue stands, the architectural parts are constructed of white Australian marble"" |Beneath the globe are four statues, representing Wisdom, Progress, History and Justice. Above them are four lions, and behind them a segment of the globe. Queen Victoria is represented in a standing attitude, crowned, wearing her robes of state and holding emblems of sovereignty. <br>(Source: Official program of the unveiling of the monument, 24th May, 1907)<br><br>News of the Queen's death in 1901 saw a wave of public mourning throughout Australia. In Melbourne, a proposal for a memorial was raised with some urgency; Melbourne was thought to have been the only large city in the Empire without a statue honouring the monarch. It was apparently not enough that the state was named after her and the city after her first prime minister. More than £7000 was raised for the memorial through public subscription, and James White was to undertake the commission. There was controversy over the conduct of the committee in selecting White and over his insistence that the marble be sculpted in Italy, rather than in Australia. But on Empire Day 1907 the memorial was unveiled on a raised mound near Linlithgow Avenue in the Queen Victoria Gardens. The lieutenant governor of Victoria, John Madden, unveiled it.<br><br>Victoria was born at Kensington Palace in London on May 24, 1819 and crowned Queen on 28 June 1838, when she was just 18 years of age. Lord Melbourne served as her first prime minister, educating her in politics and government. During her reign the British Empire reached its apogee, with vast colonies abroad and great industrial expansion and reforms at home. Notably, it was Victoria that changed the role of the monarchy to a symbolic one, the business of government being left to parliament.",Memorial statue,1907,"THIS STONE WAS LAID BY / THE RIGHT HONOURABLE THE LORD MAYOR OF MELBOURNE, / COUNCILLOR CHARLES PLEASANCE / 27TH OCTOBER, 1905 / THIS MEMORIAL WAS UNVEILED BY / HIS EXCELLENCY THE LIEUTENANT-GOVERNOR / THE HONOURABLE SIR JOHN MADDEN, G.C.M.G., L.L.D., / ON EMPIRE DAY,",-37.82184118717754,City of Melbourne,Arts & Culture Branch,"White, James <br>",Queen Victoria Gardens,Sculpture,Queen Victoria Memorial
"-37.81704008332346, 144.98958111417957","{""coordinates"": [144.98958111417957, -37.81704008332346], ""type"": ""Point""}",,"Weedon Reserve approximately 33m South of 10 Wellington Parade, East Melbourne, 3002",144.98958111417957,1092419,,Owned,"Sited on the reserve on the corner of Wellington Parade and Punt Road, this granite memorial was erected in 1923 by the motorcyclists of Australia and Parsons' friends. It sits on a stepped base and is inlaid with a marble plaque remembering Parsons and with a depiction of the motorcyclist.<br><br>Harold Parsons was a legend of Australian motorcycling during the early 20th century. Among his triumphs were setting the world record for the 24-hour triangular course between the Victorian towns of Sale, Stratford and Maffra, and for the Melbourne to Adelaide ride, both achieved in 1920. Parsons was killed during a test ride on 15 May 1921, when he collided with a horse on Epping Road.<br>",Memorial,1923,IN MEMORY OF / HAROLD PARSONS / AUSTRALIA''S CHAMPION MOTORCYCLIST / ACCIDENTALLY KILLED AT EPPING / 15th MAY 1921 / ERECTED BY THE MOTORCYCLISTS OF AUSTRALIA AND FRIENDS,-37.81704008332346,City of Melbourne,,Unknown,Weedon Reserve,Sculpture,Motorcyclist Harold Parsons Memorial
"-37.8143592312937, 144.94113017903652","{""coordinates"": [144.94113017903652, -37.8143592312937], ""type"": ""Point""}",,"The Arkley approximately 22m West of Aqua Hair Design, Tenancy 12, 15 Saint Mangos Lane, Docklands, 3008",144.94113017903652,1560971,,Not Owned,"This colossal mural by designer Matthew McCarthy and typographer Andrew Trevillian spans 45 metres and sits over four levels at the ear of NewQuay's Arkley Tower. A typographical tribute to the late Australian painter Howard Arkley, it is a raw and elegant interplay of typography, words and meaning that evokes the Australian urban psyche. The work was recognised by the Australian Graphic Design Association in its 2006 National Biennial Awards for Creative Excellence.",Artwork,2005,,-37.8143592312937,VicUrban,,Matthew McCarthy,The Arkley,Illustrations,Outside Inside Out
"-37.817677055142426, 144.95999529331093","{""coordinates"": [144.95999529331093, -37.817677055142426], ""type"": ""Point""}",,"Approximately 51m West of Oak and Vine, Unit 1R, Ground, 60 Market Street, Melbourne, 3000",144.95999529331093,1086578,"Michael Meszaros studied architecture at the University of Melbourne before working with his father, Andor, as a sculptor. Like his father, he is known for his commemorative medals. His statue of Fawkner depicts a man close to the earth ' a planter of crops and a builder. Next to Fawkner is John Batman, a co-founder of Melbourne. Unlike Batman, however, Fawkner lived long enough to exert an influence on Melbourne's early development.<br><br>Meszaros's statue was unveiled in 1979. In 1993, National Mutual purchased the land on which the statue is sited, and its ownership was transferred.<br><br>On 21st February, 1977, the Council approved the recommendation of the Parks, Gardens and Recreations Committee to commission Michael Meszaros to produce a scale model of Fawkner. It was completed in clay and cast in bronze by Peter J. Morly. A ""musical pageant to John Batman and John Pascoe Fawkner"" was performed by The Victorian State Youth Band, before the statue was unveiled by Councillor Ian Stuart on 26th January, 1979. In 1993 National Mutual purchased the land the ownership of the statue transferred  as well.<br><br>John Pascoe Fawkner (1792-1869) is considered to be one of the founders of the city of Melbourne. Fawkner came to Australia as a young boy from England with the ill-fated Collins expedition which attempted to settle in Port Phillip Bay near Sorrento in 1803. His father was a transported man and young Fawkner himself ran into some early trouble with the law. However, he made good in Launceston becoming in succession a baker, bookseller, timber merchant, hotelier, authorised court agent for dependents, and newspaper proprietor of the ""Launceston Advertiser"". He organised an expedition to Victoria in August 1835, during which time an altercation took place with Batman''s party over land ownership in the Melbourne district. Fawkner built the first house in Melbourne, began the first newspaper (the ""Melbourne Advertiser""), was on the first Legislative Council, and bought a large area of land to be known as Pascoe Vale. He was a man of energy and vision, and unlike Batman, lived long enough to exert an influence on Melbourne''s early development.",Owned,"Bronze figure and base on a slate pedestal. Commissioned 1977, Completed 1978, Unveiled 27 Jan 1979<br><br>Land that the statue is on is currently owned by CBus Property as at 25/9/2014<br><br>INSCRIPTION: ''CALCUTTA'' AT PORTSMOUTH AND SAILED WITH THE EXPEDITION OF LIEUT.-COL. DAVID COLLINS ON 29 APRIL 1803 TO SETTLE AT PORT PHILLIP, AS WATER SUPPLIES AT SORRENTO PROVED TO BE INADEQUATE. THE SETTLEMENT WAS MOVED TO VAN DIEMEN''S LAND (TASMANIA) WHERE HOBART TOWN WAS ESTABLISHED ON SULLIVANS COVE IN 1804. / IN 1819 FAWKNER MOVED TO LAUNCESTON, WHERE HE MARRIED ELIZA COBB IN 1822. / IN 1834-35 FAWKNER, LIKE BATMAN AND OTHERS, DECIDED TO INVESTIGATE THE LAND NORTH OF BASS STRAIT. HE BOUGHT A 55-TON SCHOONER AND, WITH LANCEY, EVANS, MARR AND JACKSON, FORMED A <br><br>SYNDICATE TO SEARCH FOR A SETTLEMENT SITE. BEFORE HIS SCHOONER, THE ''ENTERPRIZE'', WAS DELIVERED, FAWKNER HEARD OF BATMAN''S SUCCESS AT PORT PHILLIP. / THE ''ENTERPRIZE'' LEFT LAUNCESTON ON 21 JULY 1835, BUT WAS DELAYED OFF GEORGETOWN BY BAD WEATHER. FAWKNER WAS OBLIGED TO LEAVE THE SHIP AND THE PARTY LEFT WITHOUT HIM. WITH JOHN LANCEY AS LEADER, THEY EXPLORED WESTERN PORT AND THE EASTER SIDE OF PORT PHILLIP, WITHOUT FINDING ADEQUATE FRESH WATER. THIS WAS EVENTUALLY FOUND ON THE YARRA RIVER, ABOVE A WATERFALL (SINCE REMOVED). ON 29 AUGUST THE ''ENTERPRIZE'' ANCHORED BELOW THE FALL. NEXT DAY, CARGO UNLOADING BEGAN. FAWKNER AND HIS FAMILY ARRIVED IN THE ''ENTERPRIZE'' ON ITS SECOND VOYAGE, IN OCTOBER 1835. / A MEMBER OF VICTORIA''S FIRST LEGISLATIVE COUNCIL, FAWKNER REMINAED A MEMBER UNTIL HIS DEATH, ON 2 SEPTEMBER 1869.<br><br>",Statue,1977-79,"""Michael Neszaros Sculptor 1978"" [extensive text - see description]",-37.817677055142426,City of Melbourne,Arts & Culture Branch,"Meszaros, Michael Victor (1945 - )",,Sculpture,John Pascoe Fawkner Memorial
"-37.8191897005887, 144.9469984588285","{""coordinates"": [144.9469984588285, -37.8191897005887], ""type"": ""Point""}",Waterview Walk between Bourke Street and Batmans Hill Drive,"Waterview Walk between Bourke Street and Batmans Hill Drive approximately 41m West of Nawab's Palace Dine In, 20 Waterview Walk, Docklands, 3008",144.9469984588285,1559937,,Not Owned,"Continuum is essentially about the dance of life, reflecting the human condition of being alive. The interconnected figures encircle each other and reach up to the sky, conveying a sense of community, cooperation and wellbeing. The artist was inspired by Docklands coming to life again, impacting on the community's sense of self and causing 'an internal shift: this is the continuum.'",Sculpture,2005,,-37.8191897005887,VicUrban,,Michael Snape,,Sculpture,Continuum
"-37.81270567583463, 144.96515394995706","{""coordinates"": [144.96515394995706, -37.81270567583463], ""type"": ""Point""}",Swanston Street between Bourke Street and Little Bourke Street,"Swanston Street between Bourke Street and Little Bourke Street approximately 9m NE of Mdranking Melbourne, 215-217 Swanston Street, Melbourne, 3000",144.96515394995706,1088258,,Owned,"Ginger's non-figurative The Echo takes its inspiration from Melbourne's rich and diverse cultures, particularly its Asian cultures. Both the design and vibrant sienna colouring of the work have strong associations with Eastern spirituality. <br><br>The Echo is sited close to Chinatown and what was, at the time of installation, the Bank of Hong Kong, with the intention of connecting the work to its cultural environment. The design also seeks to integrate disparate aspects; Ginger has incorporated seating to encourage passers-by to linger and to interact with the sculpture, and to see it as part of the streetscape rather than as an interloper from the lofty world of art.<br><br>The sculpture was unveiled on 5th February 1997.<br>",Sculpture,1996,,-37.81270567583463,City of Melbourne,Arts & Culture Branch,"GINGER, Edward",,Sculpture,The Echo
"-37.828313799536176, 144.97398190437264","{""coordinates"": [144.97398190437264, -37.828313799536176], ""type"": ""Point""}",,Kings Domain South,144.97398190437264,1636851,"The sculpture  was commissioned by the Turkish sub-branch of the Victorian RSL and supported by State and Federal funding. The sculpture includes the hand-carved seeds of a Turkish pine and an Australian casuarina, representing the seeds of friendship and the future. A series of quotes on the base of the memorial highlight the bond the countries share, and steel strands form a wreath, commemorating fallen soldiers.<br><br>'The most moving aspect of the Gallipoli story and the Australian - Turkish relationship is the manner in which soldiers of both countries were able to keep their humanity in the most inhumane conditions. This humanity became the seed for the remarkable respect and dignity shown not only in battle, but which gave rise to the deep bond of friendship that is as strong and vital today as it was a century ago.'<br>Matthew Harding, Artist",Owned,"To commemorate the 100 year anniversary of ANZAC day, this memorial comprises of a 4 x 4 x 4m stainless steel `wreath' form, 2 granite seed pods; a casuarina to represent Australia and a pinecone to represent Turkey, bluestone pebble mosaic with copper etched `pine needles' engraved with quotes from soldiers and family members.",Memorial,2014,"Those heroes that shed their blood and lost their lives ... You are now lying in the soil of a friendly country.<br>Therefore rest in peace. There is no difference between the Johnnies and Mehmets to us where they lie side by side ....<br>You, the mothers, who sent their sons from far away countries. Wipe away your tears, your sons are now lying in our bosom and are in peace. After having lost their lives they are now our sons as well.<br>Mustafa Kemal Ataturk 1934<br>A monument to great hearted men, and for their nation - a possession forever.  C.E.W. Bean c. 1922<br>Australia Turkish Friendship Memorial - Seeds of Friendship",-37.828313799536176,City of Melbourne,,"HARDING, Matthew",Kings Domain South,Sculpture,Australian Turkish Friendship Memorial (Seeds of Friendship)
"-37.82871122068199, 144.9741444132895","{""coordinates"": [144.9741444132895, -37.82871122068199], ""type"": ""Point""}",,Kings Domain South,144.9741444132895,1562328,,Owned,"An open timber structure above and panels either side pay tribute to the people of Malta, and to those who served in her defence during World War II. Also known as the Shelter of Peace.<br><br>Erected with the support of the Maltese and Australian governments, the City of Melbourne, and ANPAS Group (Frank R Gatt), Calleja Transport, Econo Mix, Mid Med Bank, Olex Cables, Plamer Tube Mills, Sims Metal, Smorgon Arc, Chasmic PTY LTD and the Maltese Australian Association.<br><br>Designed by Max Chester.<br>",Memorial,1994,,-37.82871122068199,City of Melbourne,,"CHESTER, Max",Kings Domain South,Memorials,Maltese War Memorial
"-37.820082557142705, 144.97571669031538","{""coordinates"": [144.97571669031538, -37.820082557142705], ""type"": ""Point""}",,Birrarung Marr,144.97571669031538,1517304,<br><br><br>,Owned,"Earthwork and pink-granite memorial.<br><br>For most of its venerable past Speakers Corner has been known as Yarra Bank, a site for political, religious and ideological debate. Between 1890 and the 1960s orators would gather to articulate their views on local and international issues. It was originally a one-hectare, heavily treed area at the western tip of Flinders Park, where orators voiced opinion and dissent from nine bluestone-faced granite mounds (probably built in the 20th century). The site was most attended during periods of upheaval and struggle, such as during World War I, the Depression and the 1940s, when leftist politics were beginning to feel the force of repression. From the 1960s, and with the rise of more varied media, the site has been comparatively quiet, serving as a meeting place for participants following the annual May Day parade.<br><br>The construction of the Exhibition Street extension to Batman Avenue in the late 1990s saw changes to Speakers Corner, now integrated into the western point of Birrarung Marr. It was reduced in size to a half hectare, eight of its established trees were removed and three of its mounds were re-sited at the western side of the site. An interpretive sculpture by Evangelos Sakaris has been added, comprising four low-lying, stepped pink-granite outcrops. Inscribed with quotations, these outcrops are spread across the site. The National Speakers Association of Australia was responsible for a commemorative plaque being placed at the site. It honours all those who, throughout history, have informed the public on matters of interest and concern.<br>",Sculpture,1999,,-37.820082557142705,City of Melbourne,Arts & Culture Branch,"Sakaris, Evangelos <br>",Birrarung Marr,Sculpture,Speakers Corner
"-37.81367295311916, 144.9743448588091","{""coordinates"": [144.9743448588091, -37.81367295311916], ""type"": ""Point""}",,"Treasury Gardens approximately 40m NE of Tigerspike, Ground, Mezzanine & Level 1, 49 Spring Street, Melbourne, 3000",144.9743448588091,1086515,,Owned,"Bust of Sir William John Clarke on a marble pedestal. Underneath him is a woman offering a wreath (representing the State of Victoria) and a young man with a scroll (representing education).<br><br>Following Clarke's death, a public meeting was held to determine how best to memorialise him. The monument, it was thought, must be `of heroic size' and yet in keeping with Clarke's modesty. Mackennal sculpted the marble in London in consultation with Clarke's son-in-law and with the final approval of Lady Janet Clarke. After much deliberation over a suitable site for the memorial, the entrance to the Fitzroy Gardens was decided upon, and at 4pm on 22 July 1902, it was unveiled by the State Governor, Sir George Sydenam Cole. In presenting the memorial, E.G. Fitz Gibbon declared the memorial was ""rendered to keep the name and worth of Sir William John Clarke green in the memory of the community which he loved so well, and served so nobly."" <br><br>William John Clarke was born in Tasmania in 1831 and moved to Victoria in 1860. A philanthropist and wealthy pastoralist, he gave generously to the building funds for St Paul's Cathedral and Trinity College, and supported several other causes. He was actively involved in many areas of public life and was the first Australian to be made baronet. He died in 1897, stepping from a tramcar in Collins Street. <br><br>Born in Fitzroy in 1863, Mackennal studied at the Melbourne Model School, King''''''''s College, and the National Gallery.  He travelled to London, Paris and Italy in 1882, before being appointed head of modelling and design at Coalport Potteries in Shropshire in 1886.|He briefly returned to Melbourne to make relief panels for Parliament House, but soon returned to Paris in 1891.  He exhibited at the Royal Academy in 1895 and soon found himself in demand.  Some of his commissions include Queen Victoria (in England, India and Ballarat), the statues of Cardinal Moran and Archbishop Kelly at St Mary''''''''s Cathedral, Sydney, the medal for the London Olympics and several statues around Melbourne including Sir William Clarke and King Edward VII. He was Knighted in 1921, and elected to the Royal Academy in 1922.<br>",Statue,1902,"There are two inscriptions: Bertram MacKennal / London 1902 / TO THE HON. / SIR WILLIAM JOHN CLARKE / BART., L.L.D., M.L.C. / VICTORIA''''''''S TRIBUTE",-37.81367295311916,City of Melbourne,Arts & Culture Branch,"McKennal, Sir Edgar Bertram",Treasury Gardens,Sculpture,Sir William John Clarke
"-37.81438929428271, 144.97991018542538","{""coordinates"": [144.97991018542538, -37.81438929428271], ""type"": ""Point""}",,"Fitzroy Gardens approximately 55m West of City of Melbourne, Sinclairs Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",144.97991018542538,1089991,,Owned,"This bronze sculpture of a cherub-like boy astride the back of a turtle has led a long and eventful life.<br><br>Boy on a Turtle was erected in Carlton Gardens during the 1850s, where it first stood in a prominent position on the corner of Victoria and Rathdowne Streets before being relocated in 1937 to the Nicholson Street side of the gardens. Some years later the statue was moved to its present home in Fitzroy Gardens; appropriately, Boy on a Turtle sits in the lower lake of the gardens. In March 1977, this popular statue was stolen from the gardens ' a remarkable feat considering the great weight of the bronze. It was also the fate suffered by Larry LaTrobe nearly 20 years later. Two and a half years after the sculpture's disappearance, police found it in an abandoned Richmond car park.<br>",Statue,c1850,,-37.81438929428271,City of Melbourne,Arts & Culture Branch,Unknown,Fitzroy Gardens,Sculpture,Boy on a Turtle
"-37.81365974522775, 144.9763544710972","{""coordinates"": [144.9763544710972, -37.81365974522775], ""type"": ""Point""}",,"Treasury Gardens approximately 79m SE of Department Of Education & Early Childhood Developm, Department of Education, 2 Treasury Place, East Melbourne, 3002",144.9763544710972,1086733,,Owned,"Bronze bas relief head set in a granite boulder. Decorated with natural rocks, plants and slate surroundings.<br>An official war artist, Ewers produced many fine memorials in the wake of the war, including the Drouin War Memorial, the Kakoda Memorial in Papua New Guinea and the Sir Thomas Blamey Memorial in Melbourne. Raymond Ewers said of his portrait, ""Different people remember President Kennedy at different periods in his life. I chose to depict him worried and serious as he was shortly before his death.""<br><br>Following the 1963 slaying of John F. Kennedy, Ewers was commissioned to cast a bronze portrait of the former US president. This was set in a granite boulder and sited in the tranquil Japanese Gardens within Treasury Gardens. The superintendent of Parks & Gardens and the city architect were responsible for site design and installation, which included remodelling the ornamental lake and building a bridge to the island where the monument would form the centrepiece. A paved area and a bronze flagpole were added, with the intention of reflecting Kennedy's final resting place at Arlington. <br><br>John Fitzgerald Kennedy was something of a new breed of US politician. Born to a wealthy family with political pedigree, he was the youngest man ever elected president, and he brought vibrancy to government that gave hope to many Americans. Kennedy was sworn in as president in January 1961, calling his campaign `The New Frontier'. Besides averting a nuclear war with the Soviets over the 1962 Cuban missile crisis, his administration spearheaded many progressive causes. While riding in an open-top limousine through the streets of Dallas, Texas, Kennedy was shot and killed by Lee Harvey Oswald on 22 November 1963. <br><br>This memorial is particularly significant for being a rare monument to an American. Memorials to prominent British figures attest to Australia's links with the British Empire, but ours is not a society to commemorate with such solemnity its alliances with the US. One of the memorial's plaques reads: `This memorial signifies the grateful recognition / by the citizens of this city for the service / given by John F. Kennedy / as President of the United States of America / 1961'1963'.",Memorial,1965,"JOHN F KENNEDY / 1917 - 1963 / THIS MEMORIAL WAS UNVEILED / BY THE RIGHT HONOURABLE / THE LORD MAYOR OF MELBOURNE, / COUNCILLOR E LEO CURTIS, JP / ON 25TH MARCH 1965 / THIS MEMORIAL SIGNIFIES THE GRATEFUL REGOGNITION / BY THE CITIZENS OF THIS CITY FOR THE SERVICE / GIVEN BY JOHN F. KENNEDY / AS PRESIDENT OF THE UNITED STATES OF AMERICA / 1961 - 1963",-37.81365974522775,City of Melbourne,Arts & Culture Branch,"EWERS, Raymond B.",Treasury Gardens,Memorials,John F. Kennedy Memorial
"-37.81941335748653, 144.9601986635865","{""coordinates"": [144.9601986635865, -37.81941335748653], ""type"": ""Point""}",Flinders Street between Market Street and William Street,"Flinders Street between Market Street and William Street approximately 28m SW of Immigration Museum, 400-424 Flinders Street, Melbourne, 3000",144.9601986635865,1088175,<br>,Owned,"This is one of few remaining public artworks commissioned for the Another View walking trail. Here a silhouetted figure and horseshoes commemorate the race won by an Aboriginal schoolboy, Peter, in 1876. The plaque was intentionally placed in contrast to the John Batman plaque, which commemorates his landing in 1835.",Sculpture,1994,,-37.81941335748653,City of Melbourne,,"Thomas, Ray",,Sculpture,Another View Site 8
"-37.8123634964432, 144.97374510260238","{""coordinates"": [144.97374510260238, -37.8123634964432], ""type"": ""Point""}",,"Gordon Reserve approximately 38m East of Cafe Excello, Ground, 1-3 Little Collins Street, Melbourne, 3000",144.97374510260238,1086512,,Owned,"Seated bronze figure of poet and horseman Adam Lindsay Gordon depicted with book in one hand, a pencil in the other and his saddle under the chair. The bronze sits on a sandstone pedestal.<br><br>Heavily inscribed on each side, its north face reads: `Of the works of His hand by sea or by land, the horse may at least rank second'; its east face reads: `He sang the first great songs these lands can claim to be their own'.<br><br>Gordon was born in 1833 in the Azores, Portugal, where his maternal grandfather owned a plantation. A wild and impetuous youth, he was sent to South Australia by his family shortly after completing his education in England. Soon after his arrival in 1853 he became a constable in the mounted police, before trying his hand, unsuccessfully, at both politics and running sheep. In much debt, Gordon committed suicide in 1879.<br><br>In 1911, a public meeting was held to consider erecting a memorial to Gordon. The first subscription predated this meeting, with the Earl of Dudley donating £60 in 1910. A second meeting, held in 1912, was not well attended and the fund was still £1000 short. It was another two decades before the memorial was finally erected. Montford was awarded the gold medal of the Royal Society of British Sculptors for this work.<br>",Memorial statue,1931,Inscribed on west face: ADAM LINDSAY GORDON 1835- 1875 / ERECTED BY PUBLIC SUBSCRIPTION<br>Inscribed on the north face: OF THE WORKS OF HIS HAND / BY SEA OR BY LAND / THE HORSE MAY AT LEAST RANK SECOND<br>Inscribed on the east face: HE SANG THE FIRST GREAT SONGS / THESE LANDS CAN CLAIM TO BE THEIR OWN,-37.8123634964432,City of Melbourne,Arts & Culture Branch,"Montford, Paul <br>",Gordon Reserve,Sculpture,Adam Lindsay Gordon Memorial
